Date,Open*,High,Low,Close**,Volume,Market Cap
01-Jan-21,28994.01,29600.63,28803.59,29374.15,40730301359.00,546001594838.00
02-Jan-21,29376.46,33155.12,29091.18,32127.27,67865420765.00,597205944669.00
03-Jan-21,32129.41,34608.56,32052.32,32782.02,78665235202.00,609409213147.00
04-Jan-21,32810.95,33440.22,28722.76,31971.91,81163475344.00,594384025391.00
05-Jan-21,31977.04,34437.59,30221.19,33992.43,67547324782.00,631980005970.00
06-Jan-21,34013.61,36879.70,33514.03,36824.36,75289433811.00,684671246324.00
07-Jan-21,36833.87,40180.37,36491.19,39371.04,84762141031.00,732062681138.00
08-Jan-21,39381.77,41946.74,36838.64,40797.61,88107519480.00,758625941267.00
09-Jan-21,40788.64,41436.35,38980.88,40254.55,61984162837.00,748563483043.00
10-Jan-21,40254.22,41420.19,35984.63,38356.44,79980747690.00,713304617761.00
11-Jan-21,38346.53,38346.53,30549.60,35566.66,123320567399.00,661457321418.00
12-Jan-21,35516.36,36568.53,32697.98,33922.96,74773277909.00,630920422745.00
13-Jan-21,33915.12,37599.96,32584.67,37316.36,69364315979.00,694069582194.00
14-Jan-21,37325.11,39966.41,36868.56,39187.33,63615990033.00,728904366964.00
15-Jan-21,39156.71,39577.71,34659.59,36825.37,67760757881.00,685005864471.00
16-Jan-21,36821.65,37864.37,35633.55,36178.14,57706187875.00,673000645231.00
17-Jan-21,36163.65,36722.35,34069.32,35791.28,52359854336.00,665831621391.00
18-Jan-21,35792.24,37299.29,34883.84,36630.08,49511702429.00,681470030572.00
19-Jan-21,36642.23,37755.89,36069.81,36069.81,57244195486.00,671081200700.00
20-Jan-21,36050.11,36378.33,33570.48,35547.75,66834573161.00,661400102161.00
21-Jan-21,35549.40,35552.68,30250.75,30825.70,75643067688.00,573565664943.00
22-Jan-21,30817.63,33811.85,28953.37,33005.76,77207272511.00,614160521492.00
23-Jan-21,32985.76,33360.98,31493.16,32067.64,48354737975.00,596733137645.00
24-Jan-21,32064.38,32944.01,31106.69,32289.38,48643830599.00,600888568010.00
25-Jan-21,32285.80,34802.74,32087.79,32366.39,59897054838.00,602350097075.00
26-Jan-21,32358.61,32794.55,31030.27,32569.85,60255421470.00,606169260387.00
27-Jan-21,32564.03,32564.03,29367.14,30432.55,62576762015.00,566417413554.00
28-Jan-21,30441.04,33858.31,30023.21,33466.10,76517157706.00,622910073820.00
29-Jan-21,34318.67,38406.26,32064.81,34316.39,117894572511.00,638768671362.00
30-Jan-21,34295.94,34834.71,32940.19,34269.52,65141828798.00,637924573284.00
31-Jan-21,34270.88,34288.33,32270.18,33114.36,52754542671.00,616452744533.00
01-Feb-21,33114.58,34638.21,32384.23,33537.18,61400400660.00,624349044409.00
02-Feb-21,33533.20,35896.88,33489.22,35510.29,63088585433.00,661114581664.00
03-Feb-21,35510.82,37480.19,35443.98,37472.09,61166818159.00,697672910488.00
04-Feb-21,37475.10,38592.18,36317.50,36926.06,68838074392.00,687542752523.00
05-Feb-21,36931.55,38225.91,36658.76,38144.31,58598066402.00,710266752534.00
06-Feb-21,38138.39,40846.55,38138.39,39266.01,71326033653.00,731192490093.00
07-Feb-21,39250.19,39621.84,37446.15,38903.44,65500641143.00,724478833211.00
08-Feb-21,38886.83,46203.93,38076.32,46196.46,101467222687.00,860342706260.00
09-Feb-21,46184.99,48003.72,45166.96,46481.10,91809846886.00,865682956619.00
10-Feb-21,46469.76,47145.57,43881.15,44918.18,87301089896.00,836616907527.00
11-Feb-21,44898.71,48463.47,44187.76,47909.33,81388911810.00,892364856136.00
12-Feb-21,47877.03,48745.73,46424.98,47504.85,76555041196.00,884874050612.00
13-Feb-21,47491.20,48047.74,46392.28,47105.52,70250456155.00,877478894464.00
14-Feb-21,47114.51,49487.64,47114.51,48717.29,71248675228.00,907551330153.00
15-Feb-21,48696.54,48875.57,46347.48,47945.06,77069903166.00,893210080039.00
16-Feb-21,47944.46,50341.10,47201.30,49199.87,77049582886.00,916623418254.00
17-Feb-21,49207.28,52533.91,49072.38,52149.01,80820545404.00,971611626454.00
18-Feb-21,52140.97,52474.11,51015.76,51679.80,52054723579.00,962915078024.00
19-Feb-21,51675.98,56113.65,50937.28,55888.13,63495496918.00,1041380696669.00
20-Feb-21,55887.34,57505.23,54626.56,56099.52,68145460026.00,1045371087640.00
21-Feb-21,56068.57,58330.57,55672.61,57539.94,51897585191.00,1072263294725.00
22-Feb-21,57532.74,57533.39,48967.57,54207.32,92052420332.00,1010205212981.00
23-Feb-21,54204.93,54204.93,45290.59,48824.43,106102492824.00,909925854460.00
24-Feb-21,48835.09,51290.14,47213.50,49705.33,63695521388.00,926393090751.00
25-Feb-21,49709.08,51948.97,47093.85,47093.85,54506565949.00,877766126138.00
26-Feb-21,47180.46,48370.79,44454.84,46339.76,350967941479.00,863752275053.00
27-Feb-21,46344.77,48253.27,45269.03,46188.45,45910946382.00,860978135421.00
28-Feb-21,46194.02,46716.43,43241.62,45137.77,53443887451.00,841428977515.00
01-Mar-21,45159.50,49784.02,45115.09,49631.24,53891300112.00,925235527882.00
02-Mar-21,49612.11,50127.51,47228.85,48378.99,47530897720.00,901933683269.00
03-Mar-21,48415.81,52535.14,48274.32,50538.24,53220811975.00,942236576905.00
04-Mar-21,50522.31,51735.09,47656.93,48561.17,52343816680.00,905414104807.00
05-Mar-21,48527.03,49396.43,46542.51,48927.30,48625928883.00,912285065720.00
06-Mar-21,48899.23,49147.22,47257.53,48912.38,34363564661.00,912054166029.00
07-Mar-21,48918.68,51384.37,48918.68,51206.69,43137459378.00,954880954585.00
08-Mar-21,51174.12,52314.07,49506.05,52246.52,48597428048.00,974321883623.00
09-Mar-21,52272.97,54824.12,51981.83,54824.12,50912227385.00,1022439972862.00
10-Mar-21,54824.01,57258.25,53290.89,56008.55,57295577614.00,1044580057477.00
11-Mar-21,55963.18,58091.06,54484.59,57805.12,56772343595.00,1078135604118.00
12-Mar-21,57821.22,57996.62,55376.65,57332.09,55689944702.00,1069366321844.00
13-Mar-21,57343.37,61683.86,56217.97,61243.08,60669829814.00,1142369158667.00
14-Mar-21,61221.13,61597.92,59302.32,59302.32,43901225564.00,1106226132525.00
15-Mar-21,59267.43,60540.99,55393.17,55907.20,66419369890.00,1042946024860.00
16-Mar-21,55840.79,56833.18,53555.03,56804.90,59749798599.00,1059745818423.00
17-Mar-21,56825.83,58969.82,54528.63,58870.89,60258313191.00,1098337655327.00
18-Mar-21,58893.08,60116.25,54253.58,57858.92,55746041000.00,1079511086884.00
19-Mar-21,57850.44,59498.38,56643.70,58346.65,49063873786.00,1088666450746.00
20-Mar-21,58332.26,60031.29,58213.30,58313.64,50361731222.00,1088105221978.00
21-Mar-21,58309.91,58767.90,56005.62,57523.42,51943414539.00,1073417235408.00
22-Mar-21,57517.89,58471.48,54288.16,54529.15,56521454974.00,1017595269117.00
23-Mar-21,54511.66,55985.44,53470.69,54738.94,56435023914.00,1021563479682.00
24-Mar-21,54710.49,57262.38,52514.33,52774.26,70567223787.00,984948142898.00
25-Mar-21,52726.75,53392.39,50856.57,51704.16,67999812841.00,965028762666.00
26-Mar-21,51683.01,55137.31,51579.86,55137.31,56652197978.00,1029150697411.00
27-Mar-21,55137.57,56568.22,54242.91,55973.51,47266542233.00,1044814147412.00
28-Mar-21,55974.94,56610.31,55071.11,55950.75,47686580918.00,1044446559059.00
29-Mar-21,55947.90,58342.10,55139.34,57750.20,57625587027.00,1078088296477.00
30-Mar-21,57750.13,59447.22,57251.55,58917.69,54414116432.00,1099939890804.00
31-Mar-21,58930.28,59930.03,57726.42,58918.83,65520826225.00,1100016786763.00
01-Apr-21,58926.56,59586.07,58505.28,59095.81,61669163792.00,1103377830758.00
02-Apr-21,59098.88,60267.19,58869.28,59384.31,58727860620.00,1108813863083.00
03-Apr-21,59397.41,60110.27,57603.89,57603.89,59641344484.00,1075617261180.00
04-Apr-21,57604.84,58913.75,57168.68,58758.56,50749662970.00,1097232660348.00
05-Apr-21,58760.87,59891.30,57694.83,59057.88,60706272115.00,1102880790089.00
06-Apr-21,59171.93,59479.58,57646.81,58192.36,66058027988.00,1086769183295.00
07-Apr-21,58186.51,58731.14,55604.02,56048.94,75645303584.00,1046793054753.00
08-Apr-21,56099.91,58338.74,55879.08,58323.95,53053855641.00,1089334328139.00
09-Apr-21,58326.56,58937.05,57807.86,58245.00,46655208546.00,1087911057870.00
10-Apr-21,58253.78,61276.67,58038.71,59793.24,58238470525.00,1116889802872.00
11-Apr-21,59846.23,60790.56,59289.80,60204.96,46280252580.00,1124635848775.00
12-Apr-21,60175.94,61253.04,59589.87,59893.45,51828688519.00,1118871072069.00
13-Apr-21,59890.02,63742.28,59869.96,63503.46,69983454362.00,1186364044140.00
14-Apr-21,63523.75,64863.10,61554.80,63109.70,77451779687.00,1179061093980.00
15-Apr-21,63075.20,63821.67,62208.96,63314.01,60954381579.00,1182945492744.00
16-Apr-21,63258.51,63594.72,60222.53,61572.79,84293007468.00,1150457156740.00
17-Apr-21,61529.92,62572.18,60361.35,60683.82,66138759198.00,1133882479237.00
18-Apr-21,60701.89,61057.46,52829.54,56216.19,97468872758.00,1050445401610.00
19-Apr-21,56191.58,57520.05,54368.59,55724.27,65344865159.00,1041287672154.00
20-Apr-21,55681.79,57062.15,53448.05,56473.03,67849323955.00,1055323526514.00
21-Apr-21,56471.13,56757.97,53695.47,53906.09,54926612466.00,1007389534360.00
22-Apr-21,53857.11,55410.23,50583.81,51762.27,74798630778.00,967372472375.00
23-Apr-21,51739.81,52120.79,47714.66,51093.65,86668667320.00,954919230092.00
24-Apr-21,51143.23,51167.56,48805.28,50050.87,49014494781.00,935471648213.00
25-Apr-21,50052.83,50506.02,47159.49,49004.25,46117114240.00,915955943256.00
26-Apr-21,49077.79,54288.00,48852.80,54021.75,58284039825.00,1009780042661.00
27-Apr-21,54030.30,55416.96,53319.19,55033.12,49448222757.00,1028733359592.00
28-Apr-21,55036.64,56227.21,53887.92,54824.70,48000572955.00,1024888208734.00
29-Apr-21,54858.09,55115.84,52418.03,53555.11,46088929780.00,1001193634072.00
30-Apr-21,53568.66,57900.72,53129.60,57750.18,52395931985.00,1079669884320.00
01-May-21,57714.66,58448.34,57052.27,57828.05,42836427360.00,1081174515343.00
02-May-21,57825.86,57902.59,56141.91,56631.08,38177405335.00,1058862005057.00
03-May-21,56620.27,58973.31,56590.87,57200.29,51713139031.00,1069563935453.00
04-May-21,57214.18,57214.18,53191.43,53333.54,68564706967.00,997324142593.00
05-May-21,53252.16,57911.36,52969.06,57424.01,69241316747.00,1073873012867.00
06-May-21,57441.31,58363.31,55382.51,56396.51,69523285106.00,1054714918675.00
07-May-21,56413.95,58606.63,55321.85,57356.40,68434023376.00,1072727435210.00
08-May-21,57352.77,59464.61,56975.21,58803.78,65382980634.00,1099863941004.00
09-May-21,58877.39,59210.88,56482.00,58232.32,65906690347.00,1089244557676.00
10-May-21,58250.87,59519.35,54071.46,55859.80,71776546298.00,1044927337818.00
11-May-21,55847.24,56872.54,54608.65,56704.57,61308396325.00,1060790877192.00
12-May-21,56714.53,57939.36,49150.53,49150.53,75215403907.00,919527847950.00
13-May-21,49735.43,51330.84,46980.02,49716.19,96721152926.00,930161010060.00
14-May-21,49682.98,51438.12,48868.58,49880.53,55737497453.00,933276901265.00
15-May-21,49855.49,50639.67,46664.14,46760.19,59161047474.00,874931019742.00
16-May-21,46716.64,49720.04,43963.35,46456.06,64047871555.00,869279076502.00
17-May-21,46415.90,46623.56,42207.29,43537.51,74903638450.00,814701646509.00
